"COL0","COL1","COL2","COL3"
"24662401",934.00,38272.00,82944.00
"24662402",425.00,35968.00,66432.00
"24662403",626.00,28608.00,70208.00
"24662404",841.00,42112.00,57856.00
"24662405",1293.00,25024.00,56128.00
"24662408",705.00,0.00,94464.00
"24662409",617.00,0.00,86272.00
"24662410",361.00,0.00,81280.00
"24662411",974.00,23744.00,45984.00
"24662412",697.00,24448.00,54400.00
"24662413",292.00,0.00,61696.00
"24662414",557.00,30112.00,61184.00
"24662415",480.00,0.00,64896.00
"24662416",721.00,24747.00,63104.00
"24662417",1116.00,38989.00,73813.00
"24662418",371.00,0.00,61824.00
"24662419",434.00,0.00,47232.00
"24662420",372.00,31808.00,59861.00
"24662421",579.00,31680.00,73088.00
"24662422",721.00,41600.00,88747.00
"24662423",448.00,43008.00,89472.00
"24662424",554.00,42880.00,86357.00
"24662425",525.00,0.00,86016.00
"24662426",592.00,34688.00,71552.00
"24662427",536.00,29696.00,73344.00
"24662428",450.00,34432.00,74240.00
"24662429",440.00,33408.00,73216.00
"24662430",570.00,30816.00,69376.00
"24662431",503.00,31424.00,77312.00
"24662432",511.00,37184.00,75008.00
"24662433",549.00,19648.00,47488.00
"24662434",461.00,39296.00,89472.00
"24662435",707.00,50304.00,87424.00
"24662436",281.00,0.00,158208.00
"24662439",618.00,34347.00,77312.00
"24662440",857.00,32896.00,55893.00
"24662442",838.00,23104.00,54080.00
"24662444",935.00,41344.00,80640.00
"24662445",830.00,28608.00,55168.00
"24662447",341.00,33664.00,63232.00
"24662448",486.00,26112.00,47680.00
"24662449",460.00,24640.00,59008.00
"24662450",504.00,25920.00,51328.00
"24662452",889.00,28992.00,48896.00
"24662453",933.00,29920.00,49664.00
"24662454",610.00,25792.00,52864.00
"24662455",437.00,27648.00,62080.00
"24662456",696.00,25984.00,58816.00
"24662457",489.00,23744.00,63360.00
"24662458",261.00,0.00,81152.00
"24662459",409.00,0.00,88576.00
"24662460",508.00,0.00,108928.00
"24662461",363.00,0.00,110848.00
"24662463",586.00,37056.00,70144.00
"24662465",873.00,32064.00,65664.00
"24662466",956.00,33920.00,67136.00
"24662467",387.00,44672.00,113920.00
"24662468",517.00,26048.00,88832.00
"24662469",441.00,0.00,96512.00
"24662470",583.00,47488.00,105216.00
"24662471",539.00,31168.00,73088.00
"24662472",382.00,33920.00,76544.00
"24662473",455.00,27840.00,62592.00
"24662474",621.00,35328.00,68992.00
"24662475",729.00,34176.00,73643.00
"24662476",861.00,28736.00,56640.00
"24662477",574.00,39616.00,73472.00
"24662478",773.00,19712.00,47168.00
"24662479",400.00,38912.00,75008.00
"24662480",441.00,31296.00,100096.00
"24662483",737.00,23104.00,49408.00
"24662484",535.00,17536.00,43648.00
"24662485",884.00,20704.00,49024.00
"24662486",732.00,20544.00,45696.00
"24662489",320.00,0.00,42624.00
"24662490",672.00,23744.00,53888.00
"24662491",489.00,18368.00,38016.00
"24662492",329.00,16448.00,35584.00
"24662493",863.00,22080.00,57408.00
"24662494",375.00,28736.00,62304.00
"24662495",606.00,33408.00,73216.00
"24662496",368.00,29120.00,77824.00
"24662497",464.00,36288.00,69888.00
"24662498",424.00,0.00,77312.00
"24662499",374.00,37760.00,75520.00
"24662500",469.00,23232.00,61056.00
"24662501",779.00,23616.00,67200.00
"24662502",1309.00,18048.00,43264.00
"24662503",654.00,22848.00,42528.00
"24662504",306.00,29632.00,69376.00
"24662505",406.00,25984.00,87040.00
"24662506",407.00,33792.00,84864.00
"24662507",540.00,31296.00,73984.00
"24662508",580.00,29632.00,71851.00
"24662509",502.00,0.00,83200.00
"24662510",539.00,24640.00,74752.00
"24662511",519.00,33536.00,59520.00
"24662512",709.00,32512.00,71936.00
"24662513",540.00,32576.00,76288.00
"24662515",618.00,26496.00,59435.00
"24662516",709.00,26624.00,54528.00
"24662518",613.00,54912.00,123136.00
"24662519",820.00,,
"24662520",428.00,35840.00,86272.00
"24662521",625.00,36096.00,86016.00
"24662522",559.00,34048.00,85760.00
"24662523",524.00,34816.00,84224.00
"24662524",345.00,35200.00,64128.00
"24662525",535.00,25088.00,80640.00
"24662526",531.00,19968.00,99072.00
"24662527",474.00,25920.00,58880.00
"24662528",1418.00,36053.00,72363.00
"24662529",732.00,18976.00,56384.00
"24662530",578.00,31680.00,75520.00
"24662531",575.00,38656.00,88576.00
"24662532",418.00,29440.00,63488.00
"24662533",388.00,13600.00,43136.00
"24662534",491.00,32896.00,70400.00
"24662535",496.00,28480.00,83200.00
"24662536",505.00,33920.00,99712.00
"24662537",485.00,32576.00,80704.00
"24662538",422.00,31168.00,76800.00
"24662539",420.00,32192.00,64384.00
"24662540",753.00,25280.00,47616.00
"24662541",534.00,37504.00,100693.00
"24662542",786.00,32064.00,52288.00
"24662543",265.00,29760.00,54272.00
"24662544",730.00,20096.00,53376.00
"24662545",769.00,23168.00,59392.00
"24662546",719.00,36288.00,56640.00
"24662547",559.00,33152.00,49408.00
"24662548",446.00,0.00,90112.00
"24662549",494.00,25792.00,67840.00
"24662550",890.00,25365.00,55808.00
"24662551",432.00,28736.00,64000.00
"24662552",528.00,21952.00,55936.00
"24662553",412.00,36224.00,65280.00
"24662554",461.00,25920.00,51872.00
"24662555",473.00,26688.00,55360.00
"24662556",482.00,22336.00,53461.00
"24662557",576.00,25408.00,49280.00
"24662558",408.00,23904.00,55808.00
"24662559",431.00,17707.00,50048.00
"24662560",690.00,17856.00,51200.00
"24662561",508.00,27392.00,57472.00
"24662562",452.00,15264.00,64832.00
"24662563",1245.00,28000.00,52480.00
"24662564",483.00,29888.00,98944.00
"24662565",412.00,25344.00,58560.00
"24662566",323.00,20992.00,78080.00
"24662567",386.00,30784.00,75349.00
"24662568",494.00,26432.00,72704.00
"24662569",451.00,39296.00,73984.00
"24662570",646.00,25408.00,67968.00
"24662571",494.00,20992.00,59648.00
"24662572",496.00,25824.00,68352.00
"24662573",459.00,24128.00,66304.00
"24662574",523.00,33408.00,70912.00
"24662575",524.00,20928.00,70400.00
"24662576",521.00,25920.00,61824.00
"24662577",614.00,25152.00,67328.00
"24662578",537.00,21696.00,72704.00
"24662579",481.00,35008.00,76544.00
"24662580",528.00,32320.00,85888.00
"24662581",499.00,37120.00,65408.00
"24662582",669.00,33728.00,68864.00
"24662583",538.00,34048.00,83712.00
"24662584",895.00,38528.00,73899.00
"24662585",513.00,31680.00,85376.00
"24662586",662.00,35456.00,78080.00
"24662587",630.00,28896.00,60331.00
"24662588",656.00,25344.00,54208.00
"24662589",393.00,39296.00,82176.00
"24662590",401.00,34624.00,70912.00
"24662591",410.00,41856.00,85248.00
"24662592",443.00,34496.00,76544.00
"24662593",473.00,39424.00,87808.00
"24662594",422.00,0.00,73728.00
"24662595",588.00,32736.00,51328.00
"24662598",503.00,34688.00,66304.00
"24662599",609.00,37696.00,64896.00
"24662600",580.00,49536.00,84224.00
"24662601",594.00,40128.00,73216.00
"24662602",623.00,43584.00,92544.00
"24662603",1428.00,44064.00,76715.00
"24662604",438.00,33792.00,65792.00
"24662605",678.00,31296.00,64256.00
"24662606",613.00,48512.00,83712.00
"24662607",385.00,18848.00,52608.00
"24662608",581.00,30656.00,62720.00
"24662609",303.00,35328.00,67072.00
"24662610",635.00,34688.00,63552.00
"24662611",900.00,20928.00,58688.00
"24662612",481.00,27136.00,70400.00
"24662613",502.00,29888.00,64000.00
"24662614",416.00,32672.00,62592.00
"24662615",663.00,34176.00,66816.00
"24662616",487.00,32256.00,78080.00
"24662617",841.00,36736.00,58240.00
"24662618",409.00,35136.00,88704.00
"24662619",788.00,19968.00,47744.00
"24662620",431.00,20864.00,44736.00
"24662621",686.00,25408.00,57344.00
"24662622",565.00,23072.00,48213.00
"24662623",851.00,23328.00,55328.00
"24662624",519.00,20416.00,55936.00
"24662625",586.00,24192.00,47104.00
"24662626",656.00,21888.00,41216.00
"24662627",466.00,20352.00,50624.00
"24662628",701.00,22976.00,52224.00
"24662629",549.00,24128.00,49280.00
"24662630",391.00,19776.00,50368.00
"24662631",549.00,25920.00,50816.00
"24662632",672.00,24512.00,47776.00
"24662633",782.00,21312.00,43264.00
"24662634",381.00,22592.00,47829.00
"24662635",388.00,23008.00,53184.00
"24662636",410.00,22208.00,54528.00
"24662637",403.00,19264.00,53632.00
"24662638",848.00,18125.00,48555.00
"24662639",553.00,19904.00,52864.00
"24662640",564.00,25984.00,53632.00
"24662641",483.00,24256.00,56512.00
"24662642",612.00,25536.00,54528.00
"24662643",753.00,32192.00,58411.00
"24662644",575.00,25696.00,59392.00
"24662645",753.00,28736.00,56832.00
"24662646",515.00,32960.00,73984.00
"24662647",370.00,34944.00,61824.00
"24662648",492.00,29056.00,63360.00
"24662649",622.00,27264.00,60587.00
"24662650",437.00,33664.00,64640.00
"24662651",786.00,24192.00,44544.00
"24662652",625.00,31424.00,81664.00
"24662653",593.00,25920.00,57280.00
"24662654",550.00,34880.00,88192.00
"24662655",510.00,30165.00,60032.00
"24662656",473.00,17472.00,58496.00
"24662657",451.00,25216.00,54912.00
"24662658",654.00,,
"24662659",710.00,18816.00,45120.00
"24662660",469.00,30912.00,65152.00
"24662661",514.00,25280.00,56480.00
"24662662",595.00,20032.00,63424.00
"24662663",469.00,18414.00,49024.00
"24662664",733.00,31552.00,68352.00
"24662665",664.00,29504.00,62874.00
"24662666",549.00,32288.00,71424.00
"24662667",522.00,33024.00,69035.00
"24662668",600.00,30976.00,61824.00
"24662669",689.00,26987.00,56064.00
"24662670",327.00,29024.00,56064.00
"24662671",574.00,20608.00,73600.00
"24662672",543.00,20160.00,53824.00
"24662673",702.00,25856.00,54912.00
"24662674",730.00,22528.00,53760.00
"24662675",756.00,32192.00,62464.00
"24662676",486.00,28480.00,58240.00
"24662677",683.00,21024.00,48384.00
"24662678",495.00,23040.00,52096.00
"24662679",549.00,28544.00,57152.00
"24662680",470.00,24896.00,53845.00
"24662681",503.00,21696.00,52352.00
"24662682",494.00,22336.00,47744.00
"24662683",519.00,28288.00,55979.00
"24662684",625.00,23808.00,55936.00
"24662685",537.00,22976.00,53760.00
"24662686",720.00,23744.00,51328.00
"24662687",567.00,27840.00,51776.00
"24662688",470.00,24640.00,49792.00
"24662689",509.00,23488.00,51200.00
"24662690",639.00,23168.00,54720.00
"24662691",546.00,28800.00,51200.00
"24662692",418.00,30528.00,59712.00
"24662693",468.00,24480.00,56192.00
"24662694",399.00,25152.00,55424.00
"24662695",1047.00,28160.00,55296.00
"24662696",578.00,20480.00,50560.00
"24662697",679.00,19648.00,55296.00
"24662698",429.00,26688.00,51072.00
"24662699",460.00,23296.00,49280.00
"24662703",461.00,22400.00,53248.00
"24662704",735.00,23253.00,45504.00
"24662705",537.00,25824.00,48256.00
"24662706",555.00,26048.00,55893.00
"24662707",482.00,36992.00,81408.00
"24662708",614.00,20128.00,54912.00
"24662709",382.00,20160.00,55083.00
"24662710",610.00,26944.00,55872.00
"24662711",495.00,30912.00,55296.00
"24662712",565.00,21909.00,55168.00
"24662713",596.00,25792.00,52608.00
"24662714",636.00,23648.00,66048.00
"24662715",505.00,25408.00,55168.00
"24662716",494.00,23552.00,51584.00
"24662717",1166.00,31040.00,59776.00
"24662718",612.00,13088.00,38912.00
"24662719",1002.00,23648.00,46272.00
"24662720",608.00,21600.00,50432.00
"24662721",558.00,20096.00,48896.00
"24662722",620.00,23253.00,50304.00
"24662723",579.00,22144.00,49536.00
"24662724",475.00,21056.00,51584.00
"24662725",621.00,22560.00,54592.00
"24662726",451.00,27808.00,54144.00
"24662727",697.00,31424.00,52096.00
"24662728",662.00,18773.00,44288.00
"24662729",549.00,20672.00,47744.00
"24662730",507.00,22816.00,51328.00
"24662731",308.00,26048.00,64512.00
"24662732",370.00,0.00,82688.00
"24662733",798.00,30912.00,62848.00
"24662734",545.00,24512.00,54400.00
"24662735",336.00,24256.00,55808.00
"24662736",683.00,27456.00,54784.00
"24662737",484.00,27712.00,55808.00
"24662738",670.00,23872.00,51264.00
"24662739",549.00,24320.00,57472.00
"24662740",663.00,22208.00,51755.00
"24662741",493.00,24875.00,52224.00
"24662742",570.00,21888.00,49835.00
"24662743",474.00,23168.00,49280.00
"24662744",678.00,26912.00,55552.00
"24662745",746.00,24704.00,53589.00
"24662746",596.00,19136.00,43776.00
"24662747",914.00,18880.00,43563.00
"24662748",413.00,26240.00,55616.00
"24662749",756.00,28608.00,53376.00
"24662750",507.00,22848.00,57728.00
"24662751",466.00,26496.00,58240.00
"24662752",408.00,26048.00,58752.00
"24662753",512.00,27136.00,56064.00
"24662754",423.00,25536.00,55936.00
"24662755",524.00,32640.00,64128.00
"24662756",553.00,22272.00,57728.00
"24662757",550.00,24512.00,53632.00
"24662758",417.00,19648.00,57664.00
"24662759",552.00,22400.00,60288.00
"24662760",997.00,20160.00,45184.00
"24662761",498.00,24768.00,43605.00
"24662762",523.00,25152.00,47232.00
"24662763",594.00,22784.00,51456.00
"24662764",573.00,23840.00,47488.00
"24662765",694.00,32576.00,56000.00
"24662766",455.00,21696.00,50560.00
"24662767",538.00,17216.00,38272.00
"24662768",467.00,20800.00,35072.00
"24662769",579.00,18560.00,40704.00
"24662770",513.00,17824.00,34176.00
"24662771",443.00,19776.00,40768.00
"24662772",548.00,23488.00,48896.00
"24662773",717.00,19264.00,31317.00
"24662774",717.00,21952.00,38400.00
"24662775",327.00,20416.00,49792.00
"24662776",391.00,18496.00,46464.00
"24662777",321.00,20160.00,36480.00
"24662778",575.00,23808.00,43776.00
"24662779",440.00,28224.00,51136.00
"24662780",503.00,24832.00,58283.00
"24662781",452.00,20896.00,42112.00
"24662782",623.00,22976.00,54144.00
"24662783",537.00,31040.00,57472.00
"24662784",644.00,25344.00,58325.00
"24662785",602.00,22592.00,61312.00
"24662786",517.00,34688.00,86144.00
"24662787",519.00,36480.00,55808.00
"24662788",463.00,27648.00,53952.00
"24662789",567.00,36736.00,73856.00
"24662790",596.00,29120.00,64672.00
"24662791",720.00,27264.00,60032.00
"24662792",468.00,23328.00,60352.00
"24662793",484.00,25408.00,58496.00
"24662794",624.00,26016.00,64640.00
"24662795",482.00,26795.00,62635.00
"24662796",552.00,25088.00,55936.00
"24662797",589.00,19563.00,43456.00
"24662798",869.00,25408.00,51840.00
"24662799",386.00,32704.00,62784.00
"24662800",544.00,18816.00,50176.00
"24662801",510.00,25408.00,51648.00
"24662802",504.00,31040.00,53888.00
"24662803",268.00,19136.00,44672.00
"24662804",564.00,20672.00,52608.00
"24662805",561.00,23872.00,56704.00
"24662806",515.00,19648.00,54784.00
"24662807",497.00,31424.00,69376.00
"24662808",441.00,24704.00,60672.00
"24662809",527.00,25664.00,61568.00
"24662810",534.00,25344.00,70400.00
"24662811",532.00,21952.00,60096.00
"24662812",385.00,30592.00,62336.00
"24662813",670.00,17408.00,37248.00
"24662814",760.00,23936.00,43392.00
"24662815",727.00,19648.00,39125.00
"24662816",574.00,22080.00,43264.00
"24662817",685.00,20672.00,43520.00
"24662819",1032.00,30618.00,59648.00
"24662821",1272.00,28224.00,52544.00
"24662822",600.00,37888.00,74752.00
"24662823",406.00,32064.00,75136.00
"24662824",404.00,27072.00,68992.00
"24662825",327.00,27392.00,66176.00
"24662826",626.00,31808.00,62592.00
"24662827",845.00,29632.00,59776.00
"24662828",367.00,0.00,73408.00
"24662829",484.00,33792.00,65088.00
"24662830",541.00,18656.00,60544.00
"24662831",448.00,0.00,80128.00
"24662832",469.00,0.00,83712.00
"24662833",481.00,0.00,65536.00
"24662834",583.00,21248.00,45696.00
"24662835",393.00,0.00,71168.00
"24662836",490.00,24224.00,53120.00
"24662837",433.00,28096.00,59776.00
"24662838",417.00,0.00,72192.00
"24662839",1315.00,30976.00,89088.00
"24662840",599.00,22848.00,52928.00
"24662841",699.00,20864.00,72397.00
"24662842",711.00,27840.00,55296.00
"24662843",545.00,24128.00,75520.00
"24662844",364.00,31424.00,66176.00
"24662845",392.00,21792.00,63616.00
"24662848",501.00,36928.00,69888.00
"24662849",864.00,31360.00,64640.00
"24662850",492.00,28224.00,64384.00
"24662851",656.00,27328.00,69376.00
"24662852",472.00,20928.00,64768.00
"24662853",404.00,25024.00,54016.00
"24662854",629.00,25664.00,67840.00
"24662855",423.00,25760.00,59264.00
"24662856",292.00,0.00,76288.00
"24662857",346.00,23072.00,55744.00
"24662858",757.00,28320.00,70042.00
"24662859",572.00,26944.00,60544.00
"24662860",1100.00,21376.00,62805.00
"24662861",648.00,24896.00,77056.00
"24662862",669.00,0.00,87552.00
"24662863",499.00,20672.00,50816.00
"24662864",1205.00,23904.00,62592.00
"24662865",602.00,28715.00,69888.00
"24662866",485.00,0.00,85888.00
"24662867",401.00,0.00,70400.00
"24662868",495.00,30656.00,89088.00
"24662869",500.00,33664.00,60800.00
"24662870",757.00,32128.00,77568.00
"24662871",443.00,24512.00,69632.00
"24662872",393.00,26240.00,66432.00
"24662873",408.00,23168.00,61312.00
"24662874",576.00,28352.00,60544.00
"24662875",446.00,21760.00,68480.00
"24662876",255.00,0.00,61120.00
"24662877",413.00,0.00,82816.00
"24662878",446.00,27136.00,76544.00
"24662879",299.00,27968.00,64256.00
"24662880",413.00,25376.00,66176.00
"24662881",451.00,25280.00,82560.00
"24662882",607.00,33408.00,59840.00
"24662883",484.00,30656.00,65536.00
"24662884",660.00,0.00,55936.00
"24662885",522.00,30827.00,64704.00
"24662886",537.00,31744.00,50752.00
"24662887",439.00,25280.00,59648.00
"24662888",625.00,25184.00,64384.00
"24662889",614.00,27456.00,76032.00
"24662890",545.00,23232.00,55552.00
"24662891",567.00,31296.00,69760.00
"24662892",596.00,0.00,88661.00
"24662893",541.00,25408.00,67712.00
"24662894",536.00,29120.00,63616.00
"24662895",645.00,33024.00,67840.00
"24662896",565.00,31424.00,69376.00
"24662897",1392.00,37888.00,78464.00
"24662898",482.00,0.00,77952.00
"24662899",505.00,33920.00,73088.00
"24662900",555.00,29696.00,68864.00
"24662901",531.00,22080.00,78080.00
"24662902",628.00,24320.00,64704.00
"24662903",646.00,26176.00,62016.00
"24662904",695.00,21312.00,83405.00
"24662905",619.00,24768.00,60224.00
"24662906",849.00,22848.00,91264.00
"24662907",596.00,40320.00,72789.00
"24662908",493.00,26432.00,61568.00
"24662909",3211.00,42880.00,84416.00
"24662910",578.00,26576.00,54912.00
"24662911",606.00,31680.00,77568.00
"24662912",489.00,31360.00,64064.00
"24662913",353.00,32448.00,70144.00
"24662914",561.00,35072.00,68864.00
"24662915",435.00,26688.00,56960.00
"24662916",723.00,27616.00,63040.00
"24662917",470.00,31232.00,71040.00
"24662918",606.00,22016.00,59520.00
"24662919",500.00,32960.00,73899.00
"24662920",448.00,28992.00,54784.00
"24662921",702.00,0.00,86528.00
"24662922",589.00,34496.00,64171.00
"24662923",444.00,35328.00,81323.00
"24662924",432.00,35008.00,64896.00
"24662925",590.00,30656.00,51232.00
"24662926",514.00,35904.00,59776.00
"24662927",390.00,30656.00,56448.00
"24662928",494.00,34368.00,75392.00
"24662929",421.00,28928.00,53632.00
"24662930",490.00,42624.00,85504.00
"24662931",480.00,35136.00,78421.00
"24662932",595.00,14112.00,50560.00
"24662933",448.00,42752.00,80640.00
"24662934",516.00,29632.00,64640.00
"24662935",720.00,20800.00,64128.00
"24662936",1626.00,38784.00,84736.00
"24662937",635.00,40064.00,82432.00
"24662938",453.00,33920.00,74496.00
"24662939",1888.00,39552.00,85555.00
"24662940",750.00,28096.00,73984.00
"24662941",491.00,0.00,85248.00
"24662942",1371.00,32448.00,78464.00
"24662943",1352.00,39552.00,94293.00
"24662944",506.00,0.00,80128.00
"24662945",510.00,0.00,86912.00
"24662946",1000.00,32192.00,83072.00
"24662947",839.00,24640.00,71424.00
"24662948",1350.00,43648.00,86656.00
"24662949",739.00,39552.00,81835.00
"24662951",645.00,31232.00,76416.00
"24662952",530.00,38592.00,76288.00
"24662953",407.00,42112.00,80299.00
"24662954",452.00,31296.00,76160.00
"24662955",480.00,28224.00,63488.00
"24662956",347.00,33088.00,75520.00
"24662957",438.00,33920.00,74496.00
"24662958",654.00,29856.00,55040.00
"24662961",695.00,23360.00,52224.00
"24662962",419.00,23616.00,53589.00
"24662963",444.00,31552.00,56512.00
"24662964",420.00,20992.00,50816.00
"24662965",623.00,20800.00,41216.00
"24662966",579.00,18965.00,37760.00
"24662967",561.00,25024.00,50176.00
"24662968",710.00,19072.00,55072.00
"24662969",730.00,24640.00,54869.00
"24662970",545.00,29440.00,56256.00
"24662971",406.00,26432.00,59349.00
"24662972",512.00,24096.00,55488.00
"24662973",513.00,27200.00,55040.00
"24662974",561.00,29632.00,57984.00
"24662975",600.00,27936.00,53120.00
"24662976",584.00,20160.00,55552.00
"24662977",377.00,22880.00,54912.00
"24662978",355.00,25152.00,67072.00
"24662979",718.00,27200.00,55680.00
"24662980",756.00,19947.00,55552.00
"24662981",459.00,23765.00,49920.00
"24662982",456.00,26944.00,49579.00
"24662983",449.00,0.00,116224.00
"24662984",703.00,60416.00,159744.00
"24662985",452.00,,
"24662986",364.00,0.00,115456.00
"24662987",720.00,35456.00,86443.00
"24662988",727.00,33152.00,90368.00
"24662989",377.00,0.00,81664.00
"24662992",486.00,0.00,45696.00
"24662993",253.00,18688.00,44160.00
"24662994",607.00,18400.00,62720.00
"24662995",439.00,32832.00,78336.00
"24662996",398.00,34944.00,88832.00
"24662997",771.00,27712.00,49536.00
"24662998",32.00,,
"24662999",354.00,37120.00,61440.00
"24663000",395.00,0.00,83072.00
"24663001",359.00,0.00,84736.00
"24663002",1442.00,31424.00,76373.00
"24663003",1153.00,30144.00,100736.00
"24663004",429.00,40320.00,87552.00
"24663005",420.00,47744.00,87808.00
"24663006",421.00,30912.00,87808.00
"24663007",405.00,0.00,83328.00
"24663008",485.00,34304.00,85888.00
"24663009",646.00,30816.00,64128.00
"24663010",280.00,28352.00,66816.00
"24663011",593.00,32896.00,64640.00
"24663012",505.00,29248.00,66304.00
"24663013",582.00,30144.00,51872.00
"24663014",604.00,27712.00,75392.00
"24663015",726.00,24704.00,62272.00
"24663016",589.00,22976.00,54016.00
"24663017",928.00,27328.00,54848.00
"24663018",584.00,26176.00,47744.00
"24663019",488.00,28096.00,58496.00
"24663020",1930.00,35072.00,60032.00
"24663021",440.00,35200.00,90368.00
"24663022",409.00,37504.00,76544.00
"24663023",468.00,28928.00,94336.00
"24663024",388.00,0.00,82432.00
"24663025",481.00,41728.00,73984.00
"24663026",747.00,28608.00,74240.00
"24663027",466.00,0.00,84736.00
"24663028",702.00,35392.00,84224.00
"24663029",662.00,34944.00,86528.00
"24663030",1357.00,0.00,131328.00
"24663031",455.00,0.00,102656.00
"24663032",651.00,0.00,120960.00
"24663033",1424.00,0.00,129408.00
"24663034",1111.00,31168.00,77312.00
"24663035",677.00,31936.00,75861.00
"24663036",1927.00,36224.00,66987.00
"24663037",427.00,36992.00,93952.00
"24663038",549.00,32128.00,73216.00
"24663039",459.00,0.00,86784.00
"24663040",461.00,0.00,100608.00
"24663041",481.00,31488.00,84224.00
"24663042",335.00,0.00,80213.00
"24663043",377.00,39680.00,70144.00
"24663044",450.00,34688.00,75520.00
"24663045",582.00,27520.00,55424.00
"24663046",807.00,26304.00,56832.00
"24663047",468.00,28352.00,50496.00
"24663048",678.00,29952.00,61824.00
"24663049",949.00,28736.00,57216.00
"24663050",696.00,19552.00,43136.00
"24663051",689.00,30464.00,66304.00
"24663052",451.00,39552.00,86101.00
"24663053",1166.00,33365.00,63232.00
"24663054",771.00,23968.00,104960.00
"24663055",586.00,42112.00,89856.00
"24663056",596.00,0.00,118784.00
"24663057",1477.00,43136.00,119552.00
"24663058",1096.00,0.00,113579.00
"24663059",489.00,0.00,98048.00
"24663060",435.00,49280.00,102144.00
"24663061",509.00,44928.00,86869.00
"24663062",511.00,42112.00,81792.00
"24663063",419.00,28864.00,77824.00
"24663064",500.00,29099.00,68864.00
"24663065",432.00,33920.00,56448.00
"24663066",259.00,31744.00,70400.00
"24663067",506.00,26560.00,76032.00
"24663068",1114.00,28992.00,84224.00
"24663069",979.00,30880.00,67968.00
"24663070",426.00,37760.00,78400.00
"24663071",386.00,0.00,85376.00
"24663072",491.00,0.00,106240.00
"24663073",551.00,0.00,94016.00
"24663074",1081.00,34304.00,109227.00
"24663075",465.00,40832.00,94976.00
"24663076",634.00,32448.00,108288.00
"24663077",968.00,31616.00,72192.00
"24663079",464.00,29248.00,62080.00
"24663080",656.00,31648.00,77312.00
"24663081",489.00,0.00,93867.00
"24663082",518.00,36352.00,69376.00
"24663083",418.00,34304.00,80512.00
"24663084",508.00,27968.00,58240.00
"24663085",555.00,37120.00,75008.00
"24663086",616.00,31680.00,65280.00
"24663088",883.00,0.00,105728.00
"24663089",227.00,,
"24663090",659.00,43392.00,108032.00
"24663091",553.00,0.00,106752.00
"24663092",440.00,0.00,104960.00
"24663094",563.00,0.00,137984.00
"24663095",1237.00,56384.00,119296.00
"24663096",836.00,47232.00,98560.00
"24663097",588.00,0.00,139520.00
"24663098",262.00,0.00,165376.00
"24663099",1199.00,36224.00,157184.00
"24663100",528.00,37504.00,107264.00
"24663101",425.00,0.00,125312.00
"24663102",546.00,0.00,140544.00
"24663103",514.00,46848.00,92928.00
"24663104",446.00,55680.00,107264.00
"24663105",618.00,42368.00,110336.00
"24663106",574.00,54784.00,167936.00
"24663107",649.00,60288.00,150357.00
"24663108",504.00,40576.00,98816.00
"24663109",594.00,0.00,107674.00
"24663110",681.00,44416.00,99200.00
"24663111",633.00,40448.00,97707.00
"24663112",430.00,0.00,113920.00
"24663113",523.00,48768.00,116480.00
"24663114",675.00,40704.00,118528.00
"24663115",505.00,35456.00,109824.00
"24663116",572.00,30528.00,90368.00
"24663117",485.00,59264.00,93696.00
"24663118",1133.00,45056.00,112768.00
"24663119",314.00,,
"24663120",509.00,28480.00,55168.00
"24663121",542.00,29184.00,53120.00
"24663122",666.00,24256.00,50688.00
"24663123",715.00,28640.00,73557.00
"24663124",454.00,39296.00,96000.00
"24663125",467.00,40960.00,117504.00
"24663126",624.00,37248.00,107904.00
"24663127",455.00,53888.00,109312.00
"24663128",463.00,31648.00,72448.00
"24663129",725.00,37760.00,84736.00
"24663130",475.00,34688.00,74496.00
"24663131",608.00,24107.00,86613.00
"24663132",626.00,43072.00,118272.00
"24663133",402.00,54656.00,118528.00
"24663134",712.00,41856.00,91712.00
"24663135",569.00,40704.00,90880.00
"24663136",266.00,46080.00,120064.00
"24663137",585.00,46464.00,125696.00
"24663138",1107.00,33280.00,62336.00
"24663139",931.00,36480.00,64832.00
"24663140",885.00,37888.00,87125.00
"24663141",846.00,31136.00,71168.00
"24663142",779.00,12500.00,30955.00
"24663143",476.00,22720.00,40576.00
"24663144",927.00,23296.00,43392.00
"24663145",581.00,25280.00,62848.00
"24663146",538.00,32064.00,65920.00
"24663147",552.00,23680.00,55040.00
"24663149",279.00,19904.00,54784.00
"24663150",513.00,31104.00,53632.00
"24663151",1470.00,39083.00,85248.00
"24663152",732.00,0.00,108288.00
"24663153",268.00,0.00,76032.00
"24663154",515.00,36992.00,89344.00
"24663155",470.00,0.00,106240.00
"24663156",674.00,0.00,110720.00
"24663157",569.00,0.00,77056.00
"24663158",409.00,43904.00,81152.00
"24663159",482.00,41088.00,79616.00
"24663160",526.00,36736.00,84864.00
"24663161",377.00,0.00,87808.00
"24663162",440.00,42112.00,89856.00
"24663164",860.00,44416.00,85248.00
"24663166",1630.00,40064.00,82432.00
"24663167",532.00,40960.00,77056.00
"24663168",338.00,0.00,109312.00
"24663169",561.00,31859.00,58112.00
"24663170",484.00,37120.00,99968.00
"24663171",556.00,34304.00,62635.00
"24663172",775.00,0.00,112000.00
"24663173",552.00,0.00,114432.00
"24663174",851.00,44032.00,115200.00
"24663175",519.00,0.00,96000.00
"24663176",473.00,0.00,101248.00
